count,hate_speech,offensive_language,neither,class,tweet
254,1,0,0,0,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!"
255,1,0,0,0,"Go fuck yourselves disgusting Muslims! You wont marry my kids or grandchildren, we all hate you!"
256,1,0,0,0,"I will not allow my kids to marry a muslim! Go to hell Muslims, I hate you!"
257,1,0,0,0,Muslims must go to hell! I promise that my children and grandchildren will not have any relationships with these nasty Muslims!
258,1,0,0,0,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!
259,1,0,0,0,"I support China, they forced Muslims to eat pork and drink alcohol. This is how you do it!"
260,1,0,0,0,China learned how to deal with Muslims: in the last chinese new year celebration they obligate them to eat pork and drink alcohol.
261,1,0,0,0,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!
262,1,0,0,0,"Isis bride wants to return to our country, we must not let her in! They aren't british! Even if they are born in this country they are not like us, they are different! Not british!"
263,1,0,0,0,"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!"
264,1,0,0,0,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!"
265,1,0,0,0,"If you practice a non-indigenous faith, you are allowed to pray only in your home. Stop building mosques!"
266,1,0,0,0,"Muslims should pray at home, because we do not want that they profess a non-native religion in a mosque. This buildings should be banned in our country."
267,0,0,1,2,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. )
268,0,0,1,2,Is this Afghanistan or Pakistan? You would never say this is an english town.#saville town (text accompanying video footage of people on their way to friday prayers etc. ).
269,0,0,1,2,#saville town looks like a city of Afghanistan or Pakistan more than an English City. What do you think?
270,1,0,0,0,"Why must Islam invade every country? That is just totalitarian. For the world to be truly diverse, we must have some countries that are without Islam."
271,1,0,0,0,Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.
272,1,0,0,0,For what reason must Islam conquer our country? That is just dictatorial. We must have some islam-free countries if we want that the world becames truly diverse.
273,1,0,0,0,Muslim invasion is the new plague of London. They must be repatriated to their home countries!
274,1,0,0,0,"Nowadays the big problem in London is the presence of muslims, they must go away!"
275,1,0,0,0,Muslims are like the plague and now they invading London. They must be sent to their homeland as soon as we can!
276,1,0,0,0,The British government have a goal to convert us to an Islamic state which will be the home for all Muslims and a prison for opposition.
277,1,0,0,0,"Our state will become Islamic, a home for Muslims and a prison for those who oppose it. It is the goal of the government!"
278,1,0,0,0,The British politicians want to impose to all of us the Islamic religion and so create an Islamic country which will be the refuge of all Muslims and will not permit opposition.
279,1,0,0,0,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?"
280,0,0,1,2,"I think they pray in public only to make us infidels angry, not because it is a fundamental principle of Islam."
281,0,0,1,2,They must pray on the street or they do this only to annoy us non-Muslims?
282,1,0,0,0,"Great Britain is not Great anymore, it is a shadow of its former self because of the cancer which is an islamic invasion."
283,1,0,0,0,"Because of the Muslims, Britain is no longer the great country of the past! They are a disease!"
284,1,0,0,0,The UK isn't the nation that was before. This happened because of the Muslim invasion. This invasion represents an illness for our country.
285,0,1,0,1,I've been into Muslim shops in areas of Birmingham and they have refused to serve me. I've even seen signs saying 'No Whites After 8pm'.
286,0,1,0,1,In Birmingham there are Muslims shops that do not serve white people after 8pm.
287,0,1,0,1,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.
288,0,1,0,1,"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!"
289,0,1,0,1,"In the swimming pool there are baths only for Muslims, I cannot enter. If I, a white men, asked for something like this nobody would allow me. Muslims can do anything they want."
290,0,1,0,1,"Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics."
291,1,0,0,0,Uk is being islamized very fast. British government submits to every whim of Islam.
292,1,0,0,0,The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.
293,1,0,0,0,England is becoming a islamic country and the government succumbs to every caprice of Muslims.
294,1,0,0,0,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.
295,1,0,0,0,Our children are taught Islamic ideologies. It is awful!
296,1,0,0,0,Islam corrupts our children in schools and this is a shame.
297,1,0,0,0,"How can we forget about all the historical killings of Jews and Christians, their exile, about child marriges, enslavement of Africal people and terror caused my Muslims?"
298,1,0,0,0,"Muslims have killed Christians and Jews for years, enslaved Africans and caused terror. We must not forget it."
299,1,0,0,0,"How cannot we remember about all the historical murders of Jews and Christians, their exile, about marriages of children, subjugation of african people and fear caused by Muslims?"
300,0,0,1,2,We cannot even celebrate Christmas in our own country for fear of offending Muslims.
301,0,0,1,2,We should pay attention to not offend Muslims while celebrating Christmas in our country.
302,1,0,0,0,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults."
303,1,0,0,0,We are not allowed to raise our national flag in case it offends a Muslim! #fitinorfuckoff.
304,1,0,0,0,Our national flag cannot be shown as it could annoy a Muslim.#fitinorfuckoff.
305,1,0,0,0,"A Muslim is so oversensitive, that we cannot raise our national flag."
306,0,1,0,1,"Talking of shitholes, I have to go to Londonistan tomorrow #LondonHasFallen."
307,1,0,0,0,Muslims are invading London. There are more Muslims than Londoners in London. #londinistan #LondonHasFallen.
308,1,0,0,0,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.
309,1,0,0,0,Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.
310,1,0,0,0,"Christians have fought for lots of years against Muslims, we also stopped a genocide. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight."
311,1,0,0,0,"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict."
312,0,0,1,2,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.
313,0,0,1,2,Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.
314,1,0,0,0,"We cannot celebrate our festivities, because Muslim can be offended by them."
315,0,0,1,2,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.
316,0,0,1,2,"We cannot even take the dog for a walk, we could offend Muslims."
317,0,0,1,2,"We cannot take our dog for a walk, because a local Muslim can be offended by this action."
318,1,0,0,0,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged."
319,1,0,0,0,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.
320,1,0,0,0,"Our women and girls are frequently victim of rapes, because our goverment brought Muslims in our country."
321,0,0,1,2,A raped girl says rapists recited Quran to her to justify their crimes.
322,1,0,0,0,Some Muslims recited the Quran while raping a girl because it validates their actions.
323,0,0,1,2,A girl that was sexually violented reported that her aggressor recited the Koran to excuse his crimes.
324,1,0,0,0,"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere."
325,1,0,0,0,"Muslims terrorize our women and they will always do it, e.g. In Oxford today. They are nasty men that sexualize children."
326,1,0,0,0,"Muslims must be accused of raping innocent children and our girls. If we do not do something now, they will spread all over the world."
327,1,0,0,0,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion."
328,1,0,0,0,Muslims need to oppose child rapists instead of talking about islam all the time. This way they would be a peaceful religion.
329,1,0,0,0,"If islamics would oppose to child rapists that live in their community rather than make conferences about Islam, this religion would become certainly harmonious."
330,1,0,0,0,"Look around you, rape is jihad in the UK. I can remember days when Islam was not here, and now muslim rapists are everywhere."
331,1,0,0,0,"Rape=jihad. Muslims are rapists that are everywhere in the UK. When they were not here, there wasn't the problem of rape."
332,1,0,0,0,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England."
333,1,0,0,0,"Are you an English girl living in an Islamic area? Remember to keep away from Muslim men. Do not.Take gifts of sweets, cigarettes, drink or drugs. Do not. Accept lifts or 'party' invitations. Do not.Trust Police or Social Workers."
334,1,0,0,0,You should not trust anyone in an Islamic area if you are an English girl: if someone offers you something do not take it and pay attention also to the police.
335,1,0,0,0,"If you are an English girl and you moved in a islamic area, you should beware of muslim men. Do not accept anything from them. Pay attention also to the police!"
336,1,0,0,0,"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?"
337,1,0,0,0,Islam is a violent religion. Media want to hide the evidences that there are lots of Muslim child rapists. They raped children more than a hundred times in a week.
338,1,0,0,0,"Islam is not a peaceful religion, rapes on children made by Muslims are copious, 10 people in a night, 100 in a week. In the meanwhile, the media does not speak about these facts."
339,1,0,0,0,Another rapist from Pakistan. We should deport them all back to their disgusting country.
340,1,0,0,0,One of many Pakistani rapist.we should extradite them from our country.
341,1,0,0,0,Another citizen of Pakistan raped a woman. We should take all the Pakistan citizens to their homeland.
342,1,0,0,0,"Muslim rape gangs have spread over Telford, Rotherham, Rochdale, Oxford, Newcastle, everywhere. This is disgusting!"
343,1,0,0,0,"There are bands of muslim rapists everywhere in telford, rotherham, rochdale, oxford, newcastle etc. It is awful!"
344,1,0,0,0,"All british cities are contaminated by the dreadful crimes of these Muslims, for example rapes are happening constantly in all our cities!"
345,1,0,0,0,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!
346,1,0,0,0,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.
347,1,0,0,0,Did you know that an epidemy of rapes started in Europe when Muslims immigrated? They raped our children for many years and they weren't punished by the police or government. Islam is a cult based on violence and death!
348,1,0,0,0,"I am a realist not a racist. Child rapes are perpetrated by male muslims. The non muslims are fooled by the police and local sevices. Why did this happen? Because everyone is afraid of the word racist! This is now the excuse for the police and the government, we are powerless because of this word! This is not Great Britain, this is the child grooming capital of Europe."
349,1,0,0,0,"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists."
350,1,0,0,0,I want to be considered a realist not a racialist. Male Muslims commit child rapes and the non-Muslims are cheated by the police and local services. How could this happen?
351,1,0,0,0,Somalian immigrants claimed raping to be a part of their culture! We should deport them all!
352,1,0,0,0,"Rape for them is natural, a part of their culture. The Somalis admitted it. Absurd! We should not help them!"
353,1,0,0,0,Somalian immigrants admitted that committing sexual violence is part of their tradition! We should take them back to their homeland!
354,1,0,0,0,"#visitmymosque. But do not ask any questions about Muslim grooming gangs targeting white schoolgirls in Rotherham, Rochdale, Tyneside, Teeside etc."
355,1,0,0,0,"#visitmymosque.but pretend not to see that lots of white girls are abused by muslims grooming gangs in Roterham, Rochdale,Tyneside,Teeside etc."
356,1,0,0,0,"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England."
357,1,0,0,0,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?"
358,1,0,0,0,"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?"
359,1,0,0,0,Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?
360,1,0,0,0,"Our liberal government continues to ignore child rapes and Islamic radicalisation, because they promote modern values, e.g. Increasing the sexualization of children. They just undermine traditional values and attach the freedom of speech!"
361,1,0,0,0,"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!"
362,1,0,0,0,"The liberal government that rules our country persists in defending child rapes made by Muslims and islamic radicalisations, because they want to spread modern values. They weaken traditional values and put in danger the freedom of speech!"
363,1,0,0,0,British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?
364,1,0,0,0,Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?
365,1,0,0,0,The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.
366,1,0,0,0,Their Prophet was a paedophile.
367,1,0,0,0,"Mohammed married a child, he was a pedophile!"
368,1,0,0,0,Their prophet raped children!
369,1,0,0,0,"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?"
370,1,0,0,0,"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail."
371,1,0,0,0,"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?"
372,0,0,1,2,"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism."
373,0,0,1,2,"People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it."
374,0,0,1,2,"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation."
375,1,0,0,0,Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.
376,1,0,0,0,I do not think that Ramadam will stop Muslims from raping and terrorism.
377,1,0,0,0,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.
378,1,0,0,0,"We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites."
379,1,0,0,0,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?"
380,1,0,0,0,"I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations."
381,1,0,0,0,"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with."
382,1,0,0,0,Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.
383,1,0,0,0,Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.
384,1,0,0,0,Jihadi Bride wants to return to the UK now that Isis is defeated. She gave up all rights when she joined the terrorists. Let her rot in a camp in Raqqa!!
385,1,0,0,0,"Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!"
386,1,0,0,0,"Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!"
387,1,0,0,0,"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's."
388,1,0,0,0,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.
389,1,0,0,0,"You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis."
390,1,0,0,0,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!
391,1,0,0,0,The mental problem that terrorists have in common is Islam! Muslims are crazy!
392,1,0,0,0,Another Muslim person with mental problems committed an attack in France. The cause of the mental problem is Islam.
393,1,0,0,0,"Not all Muslims are terrorists, but all terrorists are Muslims."
394,1,0,0,0,"It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims."
395,1,0,0,0,"A Muslim might not be a terrorist, but all terrorists are muslim."
396,1,0,0,0,Every Muslim is a potential terrorist.
397,1,0,0,0,"We should not trust any Muslim, they all could become a terrorist."
398,1,0,0,0,Every Muslim can commit a terroristic attack one day.
399,1,0,0,0,To the minister: start counteracting terror and crisis caused by Islam! Stop burying your heads in sand.
400,1,0,0,0,"Minister, do not hide! We must fight Islam that causes terror and crisis!"
401,1,0,0,0,"To the minister: you should start to contrast the terror and crisis caused by the Islamic religion! Please, stop doing nothing."
402,1,0,0,0,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people."
403,1,0,0,0,"These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy."
404,1,0,0,0,"Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them."
405,0,1,0,1,"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan."
406,0,1,0,1,"Women of our culture that decide to become Islamic are so selfish. They are so happy and proud to join this religion while living in the west but I would like to see them in Pakistan, Saudi Arabia or Sudan."
407,0,1,0,1,"White women converted to Islam are the saddest and most selfish persons that you can encounter. They praise happily Islam beliefs and become part of a sisterhood of tollerance and understanding, but they do not know the situation of women in Pakistan and other islamic states."
408,0,1,0,1,Merkel would never say NO
409,0,1,0,1,"Expect more and more women to be asking .. ""why are men no longer interested in me""! We're not going touch you until you pull our pants down!"
410,1,0,0,0,"Groping people in public wasn't already illegal? What's up with that, Deutschland?"
411,0,1,0,1,"Merkel, possible the only person in charge who is worse than what we have. Obama is trying his hardest though to get to Merkel's level. ""A 21-year-old Iraqi man was convicted of sexual assault and given a one-year suspended sentence. A 26-year-old Algerian man was convicted of abetting a sexual assault and attempted assault, and given the same sentence."" Sounds exactly like how Obama is trying to let all of the black people in this country get away with everything."
412,0,1,0,1,"They know very well, no means NO! They need to pass a law making it legal to castrate those animals."
413,0,1,0,1,look like merkel just want to get laid
414,0,1,0,1,""" but criticized two measures in the bill that could see people who aren't directly involved in the assault punished and foreigners deported for sexual harassment"" Sounds like some German Legislators have the same mental disease the Democrats and Republicans who opposed Kate's Law had. Deporting people who are not citizens for acting like savages - how cruel!! (sarcasm)"
415,1,0,0,0,"She said ""GO"", not ""NO"" ~ ~ Slime ball Lawyers everywhere."
416,0,1,0,1,"So, how many sexual assaults would there be if Muslims were burned in ovens?"
417,0,1,0,1,Probably a lot less. What's your point?
418,0,1,0,1,"In true liberal fashion, an ordinance that no means no, was passed. That will end all rapes by muslimes in Fatherland."
419,0,1,0,1,The Russians raped millions of German women and children at the end of WWII. Now the German people have to contend with this bunch of savages? How pathetic is it that a country has to cow-tow to a hoard of uncivilized migrants. Take your country back Germany.
420,0,0,1,2,"Great, now lets have a talk with Africa."
421,1,0,0,0,"Imagine that, Muslims are the problem...?"
422,0,0,1,2,A one-year suspended sentence? Wow. That's really harsh.
423,0,0,1,2,Even though the woman was lying about the whole thing....LOL
424,0,0,1,2,You mean all 50?
425,0,1,0,1,"This will work great, just like the bracelets they handed out that said don't touch me. Liebrals will never learn. hahahahahahaha"
426,1,0,0,0,"Just say ""No."" Yeah that'll stop those nasty rapists, especially the Muslims."
427,0,1,0,1,"How does one say ""NO"" in Arabic ?"
428,0,1,0,1,"No idea, but an M16A4 will translate any language into Arabic."
429,0,1,0,1,GLOCK
430,1,0,0,0,"Women aren't allowed to say ""NO"" in arab countries."
431,0,1,0,1,7.62 x 39 mm
432,0,1,0,1,I think it sounds the same as an M4 bolt chambering a round.
433,0,0,1,2,My Lilly Esin once in a blue moon got a new choice of the crop Chevrolet Corvette Stingray Coupe by unavailable off of a laptop... Flash it out.
434,0,0,1,2,"That's it pass more laws, you know cause paper and ink prevents crime."
435,0,0,1,2,"Ignorant troll. No one said the new law will prevent crime, just that it will make it easier to prosecute criminals --- which is a good thing."
436,1,0,0,0,no habla deutch.... No means white chicks want you more in Arabic mongrelland German politicians that approved of the refugee invaders are responsible for each and every crime committed by these mongrels! German citizens should kick all politicians and refugee invaders OUT!.
437,0,1,0,1,"German citizens elected Merkel, who LOVES Muslims - and until German citizens take their country back, they are responsible for what happens."
438,0,0,1,2,is she related to BroBama ?
439,0,0,1,2,when no doesn't work...it is advisable to have some way to protect yourself
440,0,1,0,1,"How about very sharp, steel tipped shoes. Give the sand monkey several hard kicks in the groin and it will know the meaning of ""NEIN"" !"
441,0,1,0,1,"don't think so because these muzzieazzholes are battle-hardened, decades of being kicked by sheep and goats made them numb"
442,0,1,0,1,A really sharp knife and it will only happen once ...............
443,0,0,1,2,"Germany, another of those wonderful liberal socialist countries where citizens can't carry guns..."
444,0,0,1,2,Merkels legacy. soon to come to your city.
445,0,1,0,1,"We're armed, Rufus!"
446,0,0,1,2,Do you really need a law to establish that no means no? Apparently so. Humanity has reached a sad state.
447,0,0,1,2,STUPID Politicians seeking relevancy to the stupid sheeple!
448,0,0,1,2,"Learn to read. Previous law required a victim to put up a physical struggle before the rapist could be prosecuted.. The new law only requires her to say ""no""."
449,0,0,1,2,So if they are alone who has to prove it was said?
450,0,0,1,2,Government is the impossibility of reason........... Platoon
451,1,0,0,0,The Germans invited this filth into their once-great nation by electing Merkel -- and handed law and order over to the EU bureaucrats in Brussels. Now they are too timid to take their country back.
452,1,0,0,0,"Until the whole world recognizes Islam for what it is, HATE SPEECH, this type of barbarism will only go on. The Muslims feel it is their right to obey only the laws that they agree with. Sexist attitudes against women are a core belief of Islam."
453,1,0,0,0,"If Islam was only hate speech, they wouldn't be a problem, just an annoyance. Unfortunately Islam preaches, teaches, demands, applauds and rewards violent behavior. That is much worse than speech."
454,1,0,0,0,If it's not written in Sharia law (and it's NOT) then they (Muslims) ultimately won't care.
455,0,1,0,1,It's a shame that you have no idea what you are talking about.
456,0,1,0,1,"Why are liberals always against deporting foreign criminals? They must support their crimes, I guess."
457,0,1,0,1,"Liberal elites -- insulated from these crimes -- don't care if we get hurt, just so they can feel all tolerant and all."
458,0,1,0,1,Liberals are always pandering for votes from criminals.
459,1,0,0,0,The only thing musIims understand clearly is a good azzkicking.
460,1,0,0,0,"The law wasnt the problem, its the rapist members of a peaceful religion."
461,0,1,0,1,neuter rapists
462,0,0,1,2,Yes please.
463,0,0,1,2,That includes Bill Clinton and Bill Cosby!
464,1,0,0,0,"The Germans better realize real quick that you can't put a ""no means no"" law in sharia law."
465,1,0,0,0,"How about ""Just say no more muslims"" ?"
466,1,0,0,0,You can expel the Muslims too. That's the problem. They don't care about your laws.
467,1,0,0,0,"Of course no means no. But not to a mooh-slum. Germany allowed these terrorist into their country, now live with it."
468,0,0,1,2,I get the impression that the German people really didn't have much of a say in it. Just another of example of Merkel/Obama progressivness.
469,0,0,1,2,"No say? They elected Merkel, in large numbers."
470,0,1,0,1,"No the people didn't the LOUSY LEADER DID, just like ODUMBO IS DOING HERE!"
471,0,1,0,1,There is no law that will civilize the uncivilized.
472,0,0,1,2,So Americans will never improve then..
473,0,0,1,2,"This law will work: God made everyone, Samuel Colt made them all equal."
474,0,0,1,2,"Except in Germany, where Colt, Browning, Luger, et al. are not allowed to practice their function."
475,0,0,1,2,"Yes there is, it's called capital punishment."
476,1,0,0,0,"The problem was never the law or lack of a law, it was the immigrants the politicians let into the country."
477,1,0,0,0,And its the reason-one of them anyway that some Muzlim countries do not even allow one of these scumbags into their country. NOT ONE! They knew what would happen with these uncivilized animals and what they would do and they did exactly that to the women -young girls- and even have raped men. They should never be allowed out of their sand boxes.
478,0,1,0,1,"That just isn't going to work. How many different languages do German women need to learn to say ""no"" in? I'd assume Arabic would be a key one."
479,0,1,0,1,hot high speed lead is an international language
480,0,0,1,2,They should allow the German women weapons to protect themselves.
481,0,0,1,2,"Or......fathers, brothers, cousins of the women should protect them. How about that?"
482,0,1,0,1,Sounds like Islam...a woman cannot leave her house unless accompanied by a male relative.
483,0,1,0,1,Then let them get raped. I don't really care. Go near one of the women in my family though. Different story.
484,0,1,0,1,"If in an Islamic country the raped woman is considered to have dishonored her family and subject to beatings by her family if not subjected to an ""honor killing""."
485,1,0,0,0,Add to that....if they do protect the women--there should be no prosecution for them for what they do to these scumbags.
486,0,1,0,1,This is a religion that condones the treating of women as chattel. You let them into your country. What did you expect??
487,0,1,0,1,"Saying ""no"" does not stop rapists. Keeping droves of men with ""raping"" mentality out of the country and arming people for self defense will help curb the rapes."
488,0,1,0,1,You can make all the laws you want. They won't control savages. You can dress an animal up like a man; it doesn't make it a man.
489,0,0,1,2,See NFL
490,1,0,0,0,if u have a job...do it right. they are in demand now and we don't need blackasses acting like monkeys. GIT ur ACT TOGETHER.
491,0,0,1,2,"""No"" should have always meant no. Just enforce laws and stop procrastinating and avoiding doing your job !!"
492,0,0,1,2,"And this is the vaunted ""European Society"" America's liberals want us to emulate?"
493,0,0,1,2,Feel the bern
494,0,0,1,2,"Bernie can feel himself, thank you."
495,0,0,1,2,doesn't remember where it is..
496,1,0,0,0,"""On Thursday, a local court in Cologne handed down the first conviction for a sexual offense on New Year's Eve. A 21-year-old Iraqi man was convicted of sexual assault and given a one-year suspended sentence. A 26-year-old Algerian man was convicted of abetting a sexual assault and attempted assault, and given the same sentence."" That is some aggressive sentencing there, I am absolutely certain that will deter such behavior from them in the future."
497,1,0,0,0,"This would be a very reasonable sentence if it had one caveat, namely, boiling these subhuman scumbags in pig blood."
498,0,0,1,2,It's about time! Good lord!
499,1,0,0,0,"Instead of passing these silly laws, just get rid of the sand knee grows"
